app,func,end_timestamp,duration,arrival_time,arrival_time_fix,trace_id,minute_bin
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.5101470948,0.002,1040.5081470948644,937040.5066561948,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.5643479824,0.045,1040.5193479823647,937040.5178570823,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.5377449988,0.001,1040.536744998768,937040.5352540987,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.5459320544,0.002,1040.5439320544247,937040.5424411544,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.6128480434,0.001,1040.6118480433943,937040.6103571433,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.6181199552,0.001,1040.6171199551318,937040.6156290551,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.7243099211,0.004,1040.720309921191,937040.7188190211,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.7333889008,0.002,1040.7313889007783,937040.7298980007,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.797590971,0.054,1040.7435909709893,937040.7421000709,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.788248062,0.002,1040.7862480620388,937040.784757162,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.8013560772,0.009,1040.7923560772324,937040.7908651772,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.8330860138,0.009,1040.8240860138321,937040.8225951138,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.0217289923,0.071,1040.9507289923495,937040.9492380923,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937040.9667110444,0.008,1040.9587110443972,937040.9572201443,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.1476209164,0.07,1041.0776209164178,937041.0761300164,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.1603939532,0.004,1041.1563939532498,937041.1549030532,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.1680369376,0.001,1041.1670369375497,937041.1655460375,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.324090004,0.006,1041.3180900039151,937041.3165991039,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.5733540058,0.016,1041.5573540058685,937041.5558631058,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.7880699636,0.224,1041.564069963526,937041.5625790635,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.7950730324,0.002,1041.7930730324006,937041.7915821323,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937041.9076759816,0.006,1041.9016759815859,937041.9001850815,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937042.319736004,0.408,1041.9117360039381,937041.9102451039,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937042.3544120789,0.138,1042.216412078822,937042.2149211788,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937042.2308969498,0.001,1042.2298969497206,937042.2284060497,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937042.5577070712,0.239,1042.3187070712447,937042.3172161712,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937042.9881279469,0.157,1042.8311279468471,937042.8296370468,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937042.96767807,0.1,1042.8676780699752,937042.8661871699,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937042.9743208884,0.013,1042.9613208883675,937042.9598299883,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937042.9779410362,0.012,1042.9659410362365,937042.9644501362,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937043.2213180064,0.116,1043.105318006361,937043.1038271063,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937043.5865330696,0.169,1043.4175330696162,937043.4160421696,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937043.595236063,0.001,1043.594236062956,937043.5927451629,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937043.6722390652,0.008,1043.6642390651396,937043.6627481651,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937043.7075099944,0.002,1043.7055099944118,937043.7040190944,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937043.91711092,0.006,1043.9111109199002,937043.9096200198,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937043.9281001092,0.008,1043.920100109186,937043.9186092091,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937043.977283001,0.006,1043.971283000894,937043.9697921008,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937044.2482860088,0.002,1044.2462860088563,937044.2447951088,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937044.4556829928,0.002,1044.4536829928402,937044.4521920928,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937044.894530058,0.007,1044.8875300580403,937044.886039158,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937044.9071249962,0.009,1044.8981249962235,937044.8966340962,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937044.9174690248,0.007,1044.9104690247914,937044.9089781247,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937045.2897610664,0.002,1045.2877610664582,937045.2862701664,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937045.308578968,0.007,1045.3015789680649,937045.300088068,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937045.6342129709,0.002,1045.6322129708715,937045.6307220708,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937045.8520579338,0.046,1045.8060579338344,937045.8045670338,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937046.9656429292,0.001,1046.964642929146,937046.9631520291,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937046.973788023,0.005,1046.9687880229903,937046.9672971229,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937047.1162040234,0.003,1047.1132040233351,937047.1117131233,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937047.1372499466,0.003,1047.1342499465682,937047.1327590465,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937047.2503740788,0.004,1047.2463740787935,937047.2448831787,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937047.3889739512,0.006,1047.3829739511712,937047.3814830511,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937047.4270009996,0.007,1047.4200009995839,937047.4185100995,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937047.4358649254,0.005,1047.4308649253799,937047.4293740253,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937047.7842309476,0.006,1047.7782309475588,937047.7767400475,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937047.7958629132,0.002,1047.7938629132695,937047.7923720132,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937048.1395850182,0.002,1048.1375850181794,937048.1360941181,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937048.4156830312,0.003,1048.4126830311725,937048.4111921311,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937048.8315451144,0.002,1048.8295451144222,937048.8280542144,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937048.9729568958,0.006,1048.966956895776,937048.9654659957,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937048.9820709229,0.006,1048.9760709227994,937048.9745800227,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937049.0390110016,0.002,1049.0370110016083,937049.0355201015,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937051.002655983,0.003,1050.9996559829451,937050.9981650829,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937051.0118761064,0.002,1051.0098761064,937051.0083852063,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937051.033812046,0.004,1051.0298120460939,937051.028321146,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937051.2052900792,0.001,1051.2042900791857,937051.2027991791,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937051.4009509088,0.002,1051.3989509087987,937051.3974600087,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937051.4105529784,0.002,1051.4085529784206,937051.4070620784,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937051.448456049,0.011,1051.4374560489086,937051.4359651488,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937051.4650940896,0.007,1051.4580940896412,937051.4566031896,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937052.1244299412,0.001,1052.1234299411299,937052.1219390411,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937052.364012003,0.002,1052.3620120029664,937052.3605211029,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937052.4321238996,0.002,1052.4301238995977,937052.4286329995,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937052.5342841148,0.003,1052.5312841148116,937052.5297932148,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937052.7034659386,0.009,1052.6944659386063,937052.6929750385,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937053.2944970132,0.004,1053.2904970132513,937053.2890061132,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937053.310115099,0.006,1053.304115098901,937053.3026241988,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937053.4532539845,0.002,1053.4512539844727,937053.4497630844,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937053.879582882,0.006,1053.8735828819918,937053.8720919819,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937053.8908689022,0.003,1053.8878689021803,937053.8863780021,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937054.4741859436,0.003,1054.4711859435774,937054.4696950435,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937054.5387740136,0.002,1054.5367740136571,937054.5352831136,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937054.594825983,0.002,1054.592825983069,937054.591335083,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937055.2146320344,0.002,1055.2126320344396,937055.2111411344,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937056.2348780632,0.002,1056.2328780632233,937056.2313871632,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937057.542937994,0.006,1057.5369379939511,937057.5354470939,65,15617
a0ed6d33dc4622e0a557f45a85a64d359ca20c3e5888fe64519cc08893395a98,50242e50bdc20d4a9468e40a01658f98198029fef100710fa9a82db3c3101ff9,937058.1242280006,0.007,1058.1172280006576,937058.1157371006,65,15617
d399b29c39aafde69884d67ced0990a879c305854eca7e5bf88c26b6c6f389c8,ae6f97c69d684b23e45ce195db1da6d3853004596e39b78688a763c8bbd32b47,749962.0053679943,0.687,1161.318367994274,749961.3168770942,52,12499
62ed48c098820db02aa8e99ad41e5438e61334ba7b1618aaff2f40868c927a97,eafaad5acf5d68a876c0fe609024baa3e901700c7a19a8ea8f435c73e8ecc314,217391.2749979496,0.589,1390.685997949593,217390.68450704956,15,3623
62ed48c098820db02aa8e99ad41e5438e61334ba7b1618aaff2f40868c927a97,eafaad5acf5d68a876c0fe609024baa3e901700c7a19a8ea8f435c73e8ecc314,217399.39298009872,0.534,1398.8589800987102,217398.85748919868,15,3623
